,slope_p_fe,slope_phi31_fe,Fe_hat,Fe_scatter,Fe_hat_fit
21,-4.8364791954698765,0.7364377946818237,-0.2696366268072945,0.29376704009827004,-1.6986485547255727
22,-4.6602917776282045,0.6480529784318261,-0.18788550581207786,0.32199961305119085,-1.6879546155253482
23,-4.7696733088791525,0.6999374786468372,-0.23028611784850384,0.2731854756680664,-1.6922151458823207
24,-5.318541764475318,0.7713595440025598,-0.08984604051549572,0.29892963967218683,-1.738252011195567
25,-4.3843611899064125,0.6883381413186254,-0.4207053437210957,0.2955138724412223,-1.6746457750276924
26,-4.717037536547194,0.7165158311967337,-0.29561913503241444,0.3035973963504988,-1.6928099945672632
27,-4.742567813030521,0.7197700980140856,-0.29277461533448945,0.28642564093982026,-1.6987751071246309
28,-4.8441942794161115,0.7201305561622994,-0.2254810348004932,0.3032424687253182,-1.6917364901255612
29,-4.716539651482808,0.6121331971836937,-0.060487005927437165,0.28338765328780513,-1.6661444024497345
30,-4.926375938388263,0.6887159142603728,-0.12512259527814518,0.3056277635989473,-1.7035163297903575
31,-4.660592292899456,0.5915863289374472,-0.05924572541729223,0.2886816215299796,-1.6724284432820715
32,-5.176811947397302,0.6183656564273823,0.21917963743045488,0.32062742377585063,-1.6501762181531616
33,-4.296874215383042,0.6958607289163158,-0.5231724671244884,0.2817269457417503,-1.709575538521682
34,-4.9755557310449765,0.6915356646326687,-0.08029472023005702,0.30907876055536065,-1.6825568295917053
35,-4.5932721723372145,0.6911722570757117,-0.3345543284494761,0.278449332868418,-1.7081731177003812
36,-4.8679595879573005,0.6345915700798742,-0.014200113789937463,0.290390140955282,-1.665792726404569
37,-4.680410964104383,0.6737191129242471,-0.25960426035638773,0.3121939692929335,-1.7204126129705233
38,-4.814964724577908,0.7499764237895844,-0.2875382347425026,0.2825948411462451,-1.6765642219100783
39,-4.816405652529885,0.7328917300700836,-0.241376340874901,0.3061875176218117,-1.6654362722526648
40,-4.622140527770753,0.6030064190628329,-0.138554761587657,0.2872394984594924,-1.7058262401244428
41,-4.7525700146340855,0.6424636249563804,-0.15851741321920643,0.28974417528397545,-1.7251321720868968
42,-4.851334750173477,0.7382507320314905,-0.27831180930630084,0.3305750085877423,-1.7126111953474057
43,-4.4329535285636155,0.6789449227666885,-0.3991250434788576,0.27023838230382996,-1.7010073150836498
44,-4.520813499740145,0.7110328199897301,-0.42293346087657935,0.30230692714376456,-1.713355920741206
45,-5.196912168473633,0.7372883150305609,-0.05808103763648864,0.2637306679098121,-1.7016517086595462
46,-4.67657282979763,0.7442686706456021,-0.40428353600409017,0.3147719987953227,-1.7216898925914637
47,-4.89932832884829,0.7451687705798291,-0.26611173317270254,0.3225611783061778,-1.7153711893220178
48,-4.759722868614457,0.7655220157379301,-0.38766753334641635,0.2899129837134429,-1.7124572230392303
49,-4.996506415506994,0.7219437814972471,-0.13246221248041112,0.3096415327149532,-1.6864784987901131
50,-4.3821405165175085,0.6117805141901896,-0.282779510913719,0.2840428503210597,-1.6885027924438447
51,-5.023297099755147,0.7620853709685301,-0.2360516359773852,0.2870876465179032,-1.7258591538934127
52,-4.841673022256219,0.6701247728279951,-0.13720235113895152,0.3002022897361007,-1.7019566188366926
53,-4.504405679127497,0.708365871523568,-0.41098659376658286,0.2869188238442922,-1.6968982581959449
54,-4.97113570134213,0.7199408488785876,-0.14340012909794564,0.30118607803314296,-1.6861998521460482
55,-4.868423588148978,0.6720808432438079,-0.1220093801951021,0.3043141183660881,-1.698901846596873
56,-4.8760826053476976,0.8095057766439789,-0.40140764826524533,0.2883668394398855,-1.7080456581859058
57,-4.96232157371093,0.6704991525862648,-0.07661261429276034,0.3389551971478406,-1.7130072533467886
58,-4.386066992572845,0.5835530377295157,-0.22884989987620719,0.2625501824538443,-1.6933840199608827
59,-4.91497779741441,0.7064358876067045,-0.13255257579824664,0.3335238110874906,-1.668667479033484
60,-4.974877486459661,0.6856700330237211,-0.10791593510999764,0.2849068567662089,-1.7215023609383522
61,-4.30179676878757,0.6539631210677707,-0.3730953747713024,0.2830416877986496,-1.646247193908303
62,-4.7095052928791095,0.7197619855754973,-0.274664923073924,0.3162515850271862,-1.6608441276503951
63,-5.104503477951781,0.6518696909889967,0.06260608849081262,0.3165557034899552,-1.6963566163022623
64,-4.1430659457800285,0.5052094470763605,-0.16585454837836222,0.30929451966084737,-1.6412752216936581
65,-4.4030363624038795,0.5323569067766356,-0.05371530541612879,0.312040633530504,-1.6308233093051854
66,-4.647475753792467,0.6676333278856567,-0.18005192297508477,0.3020583173399061,-1.6332707194792513
67,-4.648754018037418,0.5469643851538989,0.02500092856719438,0.3237617437542177,-1.6703227119474584
68,-4.815133972825255,0.6873559418740073,-0.14822376139671367,0.3311650186242492,-1.6625922613438524
69,-4.898253145226929,0.7380485094442251,-0.2820712249988291,0.28550300533725353,-1.7449260932465362
70,-5.106175525368997,0.7457084227349875,-0.11689997365861915,0.2768058947370338,-1.6891884434100422
71,-4.7915043063750815,0.7204200431138389,-0.24809123779718756,0.2824064792523282,-1.6821537353945586
72,-4.837234500015806,0.7436559098287849,-0.31474650235750534,0.32836734304018944,-1.7297753827094189
73,-5.239423665471123,0.7564547584895067,-0.08999416836244412,0.2857411847300898,-1.7207388506661043
74,-4.169177317534576,0.6186082602434207,-0.39574194838453547,0.2780252171556641,-1.6600318184184395
75,-4.819763677729523,0.7157055354010317,-0.2377069579805755,0.32662388205257875,-1.6981540938162258
76,-4.689202658986731,0.6815437844393774,-0.22654109174880976,0.3050404628526033,-1.6769751182620936
77,-4.378839774426722,0.6771089275055718,-0.4371502931816944,0.3138668358313154,-1.7102363028265837
78,-4.778019530803755,0.6437639255440891,-0.0783285773654201,0.2864209133972249,-1.6576124447594949
79,-4.425033343173782,0.6775253094706423,-0.3806102287125721,0.2941579355437713,-1.6805796156755566
80,-4.90471064773326,0.7214610154223752,-0.23266945335006306,0.2680494110902786,-1.7325738111452682
81,-4.825093713661996,0.735194499328357,-0.24725476581970596,0.3263084654782985,-1.6719219953601894
82,-5.055307696028331,0.7752772021353671,-0.2701695441961496,0.2877934250320023,-1.7527997575424137
83,-4.8331122888425515,0.7208626723339051,-0.19660936951047536,0.306656432703758,-1.654751398148196
84,-4.4661897238414605,0.6154563094809234,-0.2562899723497689,0.3060621381160694,-1.7050911876927983
85,-4.535924018536003,0.6592208924468763,-0.254629712747543,0.28832514444026625,-1.6577423389753918
86,-4.665798593184374,0.5905860928010798,-0.06644245323406817,0.3079300854577545,-1.6847494235425329
87,-5.102269657592918,0.7764356618964584,-0.19558729329883007,0.2926349547708553,-1.7040777640616636
88,-4.743743296309055,0.6492420573111117,-0.1639892557699716,0.3017313440664533,-1.7117511189331809
89,-5.214696922720021,0.7493084676977125,-0.0675596968461567,0.2867294097077718,-1.6977609150827444
90,-4.430500979335563,0.5984160778130718,-0.2267914060114946,0.33269844058470505,-1.6882598379866889
91,-4.608228704909814,0.6930576686372878,-0.29496567900075243,0.29771672076161626,-1.673787564672065
92,-4.808333648635736,0.7098308640306861,-0.2321356808717825,0.2633951887411087,-1.6974741419918522
93,-4.446372973406947,0.6259073565236716,-0.2818067731854137,0.3569764376973661,-1.6978158441822386
94,-4.616295956903668,0.7080606274117155,-0.37670791702428685,0.24752773914200346,-1.7303642363430567
95,-5.228687425917413,0.7105708529185895,0.014882323952827514,0.2784409788169038,-1.7011884257604415
96,-4.779123694107822,0.7214707330114117,-0.3249590889916638,0.3171809318006376,-1.7494918394335337
97,-4.4110918789206535,0.6658158377144737,-0.3127991354003312,0.2731906795388864,-1.627822587323776
98,-4.58390600376065,0.6161770222507226,-0.20324222520555324,0.30867153111047463,-1.7212317829604982
99,-4.3051190629430645,0.6148580531610168,-0.2965037300353093,0.2971872315547687,-1.6498590614791142
100,-4.211549791865825,0.634542842672278,-0.3967137740975395,0.2981897994138901,-1.6545579638724786
101,-4.6743656975892165,0.6592637476592818,-0.20393595172497392,0.30536367032554645,-1.6900278749599402
102,-5.097819495083422,0.8421155920713167,-0.35876144000138166,0.2823901129932117,-1.733221952908801
103,-4.5598260502083185,0.6109902145760442,-0.12202912739419491,0.325694398861636,-1.6359443283670976
104,-4.2973752179102185,0.6642976851703557,-0.4571724244037394,0.30431761288309656,-1.707002184809159
105,-4.949507511446221,0.6601388533241573,-0.011583007861951433,0.3020626284824659,-1.661009808081369
106,-4.801268248853021,0.7437859464229589,-0.3412006379233006,0.28743314219793137,-1.7343896943891954
107,-4.765336517984232,0.6517109115694618,-0.09734870854138755,0.2983133169136524,-1.653128796193003
108,-4.620886560276004,0.6449173436248778,-0.19147002050169504,0.2888630621024398,-1.6741672694175416
109,-4.794058462493818,0.7404401506804641,-0.3215436000876024,0.30781374950930945,-1.7170983762229648
110,-4.6657134333560775,0.6333976382694236,-0.16117320227070664,0.28583279814827656,-1.6938059857455057
111,-4.852066059127106,0.7294699528818753,-0.2838254905262665,0.3093421299905496,-1.7361252202387791
112,-4.563418842915627,0.6507537534384892,-0.19659179958415063,0.2825567841837388,-1.6331355984565483
113,-4.5006466375743575,0.628369999996813,-0.29024264423820023,0.33415788065922425,-1.7338906267891885
114,-5.0397287143039495,0.7373632554661242,-0.12302949222601178,0.2701656352421752,-1.672140209876133
115,-4.558098534486482,0.6367124673553448,-0.2651035123340386,0.2981306602351809,-1.726537698315238
116,-5.367073672270878,0.8121162291066766,-0.08873481180372345,0.2828149200387121,-1.6847465569528968
117,-4.759665706677388,0.7174802004904067,-0.3246549636815823,0.3044539483746348,-1.7454939867072012
118,-4.232239159393333,0.5424048869861566,-0.13388024000239485,0.3164331335481864,-1.5884139616660815
119,-4.147385499541876,0.6250221983539663,-0.4771624948734432,0.3070926180954533,-1.715549397890636
120,-4.791113772123176,0.6320389208408388,-0.016672508162656863,0.29559073472978403,-1.6272629297548848
121,-4.464408545375759,0.6249462644319103,-0.26371355070752944,0.308800902761151,-1.6924661490691644
122,-4.533002973084262,0.5648501948171692,-0.04226842946498488,0.273677480856766,-1.6323698236812032
123,-4.0440046761239765,0.6175916673138951,-0.4915553573203386,0.32803621381876075,-1.6827748283669342
124,-4.041385977946444,0.6737414452465409,-0.602179964228504,0.3118478460610996,-1.6795286605032882
125,-4.299882171182265,0.7115966571718405,-0.519510527729417,0.2861411634580361,-1.6762465160950948
126,-4.7712643819754845,0.6827142554501548,-0.21494483892571936,0.2968606302675657,-1.7122749572107
127,-4.783408865400585,0.628060223851931,-0.0729600172683269,0.29615220303437345,-1.6868848888048156
128,-4.364902661275602,0.6164080691146879,-0.29556140060861735,0.3029420793997443,-1.6816868591446026
129,-4.889336767418269,0.6719480362734058,-0.11065566200855592,0.3159357310179661,-1.7003616499127054
130,-4.962483604725216,0.7208836470335823,-0.18818801260132467,0.2774607377538886,-1.7239108813692898
131,-4.9758412255699005,0.7345973855318725,-0.18761705111778904,0.31532195743143376,-1.7039270153959845
132,-4.586074975472363,0.6348687192900652,-0.24409166531014082,0.27549742287276724,-1.7259992120134282
133,-4.691767990788496,0.6938111031849821,-0.21610242457334783,0.3416197264900169,-1.6435410126764811
134,-4.834965324179108,0.7354302121192385,-0.24693895885617234,0.2661452048518339,-1.67705772912516
135,-4.8339929698375705,0.7231779524165175,-0.2956967887460771,0.3419773091731883,-1.7497366658155844
136,-5.286647702441276,0.8115438611144996,-0.15427293217940785,0.2889090743384446,-1.7031738314151743
137,-4.699312675811059,0.5903622341196944,-0.08599714591055863,0.2971086049588652,-1.7248602831578048
138,-5.043536575313249,0.7323206954917405,-0.13659906346451223,0.311751693523547,-1.6980796176689807
139,-4.4932941672078215,0.6349014624274332,-0.19033542079444943,0.2967518411411444,-1.6165089962642758
140,-4.683081393126173,0.6564784248282716,-0.23273714641763799,0.3180715601946993,-1.7296291326367987
141,-5.252671952955472,0.6824376292881446,0.1009316181872959,0.3013163623198022,-1.6857962950096983
142,-4.961724743932117,0.7312997438850602,-0.17032024537689994,0.2829175899562633,-1.6847556039660494
143,-4.5990829691686415,0.6436658109214677,-0.2274452492248289,0.29931175857308184,-1.6995634088830782
144,-5.0696467997428565,0.6459452417768647,0.05097540896660968,0.2850226438199945,-1.6989221873253748
145,-4.847144517187375,0.7631866886439791,-0.31345211855106525,0.300485125809282,-1.6953654515755319
146,-4.543456222817603,0.6432153434356755,-0.2725574556003407,0.3150099168376919,-1.7122005024195517
147,-5.07329379995482,0.7565375459531269,-0.1873770149270615,0.27109878216816297,-1.7182782029936998
148,-4.9983682567227135,0.7358107276486725,-0.1927849007645568,0.3244047342729534,-1.7201843995008397
149,-4.571242819012533,0.7735808978885073,-0.4964593807447475,0.2831736786080568,-1.6920432763752529
150,-4.8894135537559835,0.6180536036285041,-0.019846184153194946,0.3028247209088107,-1.7173871091497768
151,-4.770832501965897,0.6686178060619822,-0.1905484329031788,0.2899878606102156,-1.7158123219587524
152,-4.949292092463283,0.6967129736455311,-0.10505956631922952,0.29612598822876524,-1.681208874506137
153,-4.586742752216792,0.6782131937919283,-0.3066017318977494,0.29100539201072784,-1.7022209956439678
154,-5.1519146235536795,0.7299575624184065,-0.057312521501392544,0.3267225517008696,-1.6885461707967873
155,-4.794932586743708,0.6707452683858313,-0.18188649671994028,0.27775770448570586,-1.7173555119945023
156,-4.759849351216493,0.5687550119144754,0.03136639581946232,0.3193655393319741,-1.6870331910814829
157,-5.172735173228562,0.7419644517100134,-0.10858754084221034,0.28280837713646256,-1.7282997413593204
158,-4.804318895926626,0.7332033534564866,-0.2782687025970463,0.3310164083403988,-1.6944533332400484
159,-4.7626650058560465,0.6909104005962666,-0.24090250563893,0.28234981664574044,-1.7166807079600244
160,-4.786497339677842,0.6449470260467445,-0.09554014528089771,0.2858628817074688,-1.677544496994114
161,-4.501829820551895,0.6812068339132776,-0.35777225843670224,0.2988817158031677,-1.6964564829412838
162,-4.920881583868949,0.6722795970305175,-0.08207852526057269,0.294047766915042,-1.6900482815209072
163,-4.5731424851532445,0.6297103807538782,-0.1432102741380179,0.3139664714842592,-1.6276750037222083
164,-3.9514037358174754,0.5531510236930882,-0.4206339238222039,0.29274276656975634,-1.6851741179265125
165,-5.1374470515449095,0.7457012888632989,-0.0851782986437073,0.30609113014907485,-1.676243951844055
166,-4.853699821810679,0.6085602452850563,-0.0197137840418089,0.2941406820053256,-1.7148131865581038
167,-4.5848169895921185,0.6727133885505155,-0.2584337786803106,0.2979401961103665,-1.6638971953345505
168,-4.493031518731682,0.5899315109935902,-0.14655808056572073,0.3079070669422702,-1.6625139698175495
169,-5.108009374310443,0.7279435256768891,-0.10183853869525783,0.2782151974678493,-1.7107571119277452
170,-4.783446154459148,0.6469202397002495,-0.0994539481493486,0.3135356797911918,-1.6756811614243383
171,-4.729530126689103,0.6262774011414208,-0.09125104274470663,0.2940616080961993,-1.676414316475327
172,-4.6663676731409565,0.7444443749215515,-0.38388968522694555,0.2997236969078061,-1.6948215392684165
173,-4.904749420298505,0.6588304545832546,-0.09851063504195379,0.2848157665649999,-1.7236993780545475
174,-4.768176219758457,0.630505099704265,-0.06511440926470402,0.3108824947320005,-1.665009941711248
175,-4.69096611561856,0.7255397909534609,-0.3286285468312471,0.2943497308511365,-1.692128634295461
176,-4.992491082760719,0.6373694064031479,0.012163070092626738,0.3112891099168911,-1.7085927667575092
177,-4.6813236047539215,0.7410498333949547,-0.35734133736058826,0.28666278669153045,-1.6840358334230316
178,-4.839628793588666,0.6739624278985573,-0.14757402785165397,0.3159730568660966,-1.703426448207739
179,-5.222891962699157,0.7873148956710797,-0.1606322552234971,0.2997193134204602,-1.7197376415008316
180,-4.623932022906799,0.6676209720022145,-0.2705092541265124,0.2760374725857446,-1.7096265238661628
181,-4.5730869994870895,0.654797726200042,-0.21327897958844866,0.32509286926767195,-1.6475357268806186
182,-4.613977814962967,0.6518003898147694,-0.2145239396567371,0.2699907842788234,-1.679309849004978
183,-4.658234861949714,0.7007071898480128,-0.2913678735822811,0.28484373308361416,-1.6848944110560835
184,-4.428426507926443,0.6833779758302104,-0.41405927696851363,0.3004259977019708,-1.7043592300639587
185,-4.773218055091795,0.6375877791690788,-0.07502078371163745,0.3027160340287567,-1.6637760584285566
186,-5.033356599572749,0.7104442560709304,-0.10281268367722918,0.30884408443893563,-1.7019381312790178
187,-4.5971850092252415,0.5510773243370954,-0.024954290336201224,0.2842352124540205,-1.681110647197155
188,-5.104256872928056,0.8103371150136688,-0.2979775617193041,0.3124065536405907,-1.7398574554488002
189,-4.913084523070245,0.8426378144721905,-0.4595920143199457,0.31680945673786376,-1.7221670992177116
190,-4.755459288215583,0.5868865314896168,-0.014616161135636574,0.3043115458005391,-1.6941186710857528
191,-4.613169386862972,0.6896454016061311,-0.3207520983463845,0.29914613115746674,-1.7093629272519055
192,-4.758671723869106,0.6770353385526424,-0.1516369147880543,0.2767439180710091,-1.6527692720042328
193,-5.010366109423226,0.7163199850128632,-0.09695609496112345,0.3432669059562717,-1.6705357905893328
194,-4.694323702016524,0.7804582939355814,-0.4443051451853235,0.3249741654100789,-1.6999827785240749
195,-4.631146505129604,0.5872360284126911,-0.08759101474194586,0.2872967882599509,-1.6918068609943262
196,-4.990972908479785,0.7482815172125131,-0.2067541495295362,0.3097083700767692,-1.704774860192381
197,-5.121138754009238,0.7602679906699962,-0.1478891193638634,0.3018741743424448,-1.7000363904294138
198,-4.622454921423484,0.7569832754492576,-0.44272753537778686,0.30171591908866896,-1.702233937333362
199,-4.8296141988288985,0.6394523325956343,-0.06283298009601967,0.2844809370285233,-1.6816968342020902
200,-4.656705088797732,0.6870388008630389,-0.26596821624640765,0.30423129197009197,-1.6859136677989692
201,-4.9725739119882215,0.7265321837027415,-0.15681441529527973,0.26509610741052536,-1.6872943950827295
202,-4.517223989541372,0.6362476374605288,-0.26698954079957016,0.3396360210149872,-1.7048286596033355
203,-4.93332105264983,0.6467658722384235,0.02618445515850687,0.3052674539903493,-1.640276431954544
204,-4.646865132562149,0.6730931737909139,-0.21838945249313402,0.3124274757152732,-1.6603221844485954
205,-4.394240795477543,0.574485876616918,-0.17869468256064058,0.3057016345802533,-1.6662674066133307
206,-4.870866369595097,0.7666982387109096,-0.30188095922884406,0.28689441343826866,-1.6910043035640832
207,-4.5430105209096565,0.6970277866589419,-0.38239820793606927,0.30488238736898365,-1.714148947163979
208,-4.809677980124284,0.6530211492001313,-0.07636469385258282,0.28090782493980715,-1.6561291835268903
209,-4.606976674839172,0.6766836054113041,-0.2936975409471194,0.3189010483330679,-1.7045163350280141
210,-4.539719661582117,0.6900171716394371,-0.35025944368348627,0.3282870039118271,-1.6940568973538823
211,-4.85841979367051,0.6848618826024713,-0.1306579256875533,0.2841586535108869,-1.6759860366849166
212,-4.842919621768741,0.7723434529404989,-0.35101522180217515,0.3132273994585079,-1.7120800889824217
213,-5.347465723362308,0.7235165027188432,0.0553166425562972,0.2822861638497093,-1.7061297860234013
214,-4.132000181465717,0.5363783344662248,-0.24432219029000657,0.3130773049275069,-1.6507656302369869
215,-4.839542709176613,0.7505383500852689,-0.2867546568600554,0.28003392029120844,-1.6894035821954856
216,-4.674399342163629,0.6885866584276407,-0.22103849465789427,0.3240402179674257,-1.6485047831007902
217,-4.717610356882517,0.6479385148344078,-0.18229127660110334,0.2863289729485504,-1.716980461061798
218,-5.316378030033725,0.7999643424241478,-0.12307032927827244,0.3229212772651796,-1.712968462450212
219,-4.582321669349199,0.6679452290183897,-0.30287587560420004,0.29824897338807066,-1.7163784191769398
220,-4.440416811033026,0.6385908505093513,-0.24382167312184588,0.3093417509276252,-1.6308900587229591
221,-4.8977621750115965,0.7200681321610906,-0.2089005963530064,0.28659205756174183,-1.7074216370377833
222,-4.619277954404583,0.6291632863994854,-0.1596227944119628,0.3051653894467988,-1.6728629942557418
223,-4.600874979717922,0.5188549697106203,0.05866300224163057,0.28126064793486816,-1.6641520461678818
224,-4.605106361288326,0.7892985818352322,-0.5166986012195371,0.31489671888608944,-1.701165254322068
225,-4.5234504488393625,0.7963309728597494,-0.5855357873045264,0.3133583484992637,-1.7069441108886452
226,-5.136177244195316,0.5878668270423077,0.2350690644956006,0.3167808316549705,-1.6709036279369736
227,-4.594993702911647,0.8134167764521041,-0.5896422239708037,0.2848749717314222,-1.7198048928135834
228,-4.26094861484001,0.5902408945880843,-0.2943462139281734,0.3118834951828616,-1.6704335936560109
229,-4.744365695846494,0.6715375476649548,-0.161108599626415,0.312867357253626,-1.6646529218044022
230,-5.035713696278358,0.7038062865718121,-0.07872575302718676,0.3045263985076049,-1.6925413976505774
231,-4.483159959943669,0.6648288030597695,-0.33140624012524733,0.2848434971378091,-1.6916446099719098
232,-5.088883411769339,0.7260032247857996,-0.09764818957805144,0.32735944134405204,-1.6989717870680552
233,-4.641918846934468,0.7182773867731935,-0.35299417563687374,0.27982646526150856,-1.7015907102511671
234,-4.903543297364656,0.669936142262968,-0.08586304258453792,0.30095022625805984,-1.6881167364773957
235,-5.1623794678494415,0.7928392974232112,-0.172663157436046,0.315870354081227,-1.6844122432992883
236,-4.27588864322983,0.5168226104415939,-0.15865127920279054,0.3159126054140097,-1.690539244257501
237,-5.206382338241029,0.7535916764554386,-0.0842438769898406,0.2814862657543597,-1.7008899270235804
238,-4.764582290521592,0.6877737996665046,-0.1962873849737583,0.321123081560651,-1.6794891599537043
239,-4.605178040379825,0.6345393782275502,-0.1961330961327099,0.2752634787512454,-1.6901611639055043
240,-4.8188571901317125,0.7393895568792727,-0.2772341259269342,0.29227875328335234,-1.6897693262474165
241,-4.492444934167825,0.7026473644492538,-0.3997876841744492,0.2634701124630992,-1.6899599157766363
242,-4.778155809326353,0.6652680633624056,-0.16812479482474973,0.33934332685072194,-1.7044821536957506
243,-4.527003325035087,0.6667368811663277,-0.32706110724016035,0.2747587152668725,-1.7097893399285575
244,-4.401111796816903,0.5987596763256056,-0.210010234399872,0.2750775297586948,-1.6531579598388029
245,-4.936371932600818,0.5900383914590143,0.11860577099096381,0.33653479387936314,-1.6631406056514986
246,-3.82161009994515,0.6139858442215382,-0.5939009893625078,0.2824884585329673,-1.6588953608865211
247,-5.2252549927801395,0.6004512589822103,0.2589045964072776,0.324790664229559,-1.6753458812963855
248,-4.566763673819055,0.7772034941062994,-0.5453061545304303,0.2648808532838031,-1.730957370609264
249,-4.588139626561756,0.6572753349046038,-0.25214643142479387,0.3271984553593054,-1.6904795375526398
250,-5.093836872789824,0.6461759396317462,0.03391429871936347,0.2730298086784433,-1.7300359456910384
251,-4.522252802678877,0.5718223235499788,-0.09575111262195235,0.3307180768960544,-1.6654581471293208
252,-5.304053332165892,0.7040334999782306,0.05037292874448451,0.27120043943203603,-1.7239920705985892
253,-4.369175633512439,0.7707335585085293,-0.6384672172737622,0.2889133000862589,-1.7185054803641668
254,-5.126920964122856,0.6090424327726207,0.19827200600014527,0.31802103541252696,-1.6597957069283271
255,-4.6806687818985635,0.6483183316575583,-0.17076794892693714,0.2815784834052235,-1.6825325547509586
256,-4.5173122611447045,0.6416488807468773,-0.2561494302604652,0.3055041454464615,-1.6832390254535332
257,-4.748053621037331,0.77433169209368,-0.426971839741199,0.28970182632292724,-1.7271406281762378
258,-4.367247993649906,0.5812632263936746,-0.17254412949188125,0.2875936146173463,-1.6303664728944758
259,-4.77288136512414,0.6603093741061181,-0.13195098447757858,0.30615638797699296,-1.6750610553398262
260,-4.50258757651148,0.6175424322496824,-0.22582357261417596,0.2991854140597305,-1.6922912540216988
261,-5.3048420774904175,0.692810431140759,0.1056889564323793,0.3058358632021441,-1.6915954277803529
262,-4.6731017756919595,0.6746515706915777,-0.24607354766215206,0.2856226642345581,-1.7006314716941722
263,-5.32830499183276,0.8014843612840236,-0.1301611940264149,0.295007564387106,-1.7241754665580236
264,-4.214388028305465,0.6025837903672773,-0.3390391387205647,0.31898230074158096,-1.662504374969289
265,-4.228932496472084,0.62538847680966,-0.3601099759798576,0.3148021489261693,-1.646692520243788
266,-4.623622843190176,0.6318735575620199,-0.1758697534519078,0.2926798575692389,-1.6862963442419732
267,-4.6530585419406325,0.6235105174626411,-0.16863528902235148,0.2684571117234156,-1.713449379261449
268,-4.5414287509484845,0.6938580706273239,-0.31178597971507327,0.28802468845635776,-1.648927089029516
269,-5.010709682410301,0.6938276286917182,-0.14092860798180684,0.3194666198503435,-1.7596991600445508
270,-4.924736054215185,0.7964238023752082,-0.29738548675963394,0.29299790481293464,-1.659379514538328
271,-4.264116244776801,0.7458419788610204,-0.5912289561761284,0.3152640810375553,-1.6580147453201681
272,-5.070127647184579,0.655315302152511,0.028753936666394253,0.2757712023172667,-1.7026920473393312
273,-4.904349505994938,0.8157842680144788,-0.40657799055065325,0.302767298519953,-1.7176191581186586
274,-4.5952576825890565,0.6923517615214242,-0.27221401073791607,0.2853236441574034,-1.6446650972485015
275,-4.200663072177326,0.6193759567166096,-0.39700525658395813,0.31576008017618085,-1.6786511864571343
276,-3.9826672435432218,0.7317147141744996,-0.736112404092955,0.32395785261593024,-1.6622833218698887
277,-4.234110216586438,0.7246229946562758,-0.5898683315053379,0.32522099179855346,-1.6810884721446488
278,-4.918544484016166,0.5871291450505397,0.10205975686096269,0.26938890143827515,-1.674808643447657
279,-5.0127417428867505,0.8678939794623912,-0.46932591495048825,0.3339283702419641,-1.741183001757756
280,-5.133210544466473,0.6576069055148469,0.06435854729713042,0.2684961552545546,-1.7003539683530593
281,-4.829840834910182,0.7511878921420259,-0.3069082608109659,0.2906041272886408,-1.7024369774730232
282,-4.810829718280014,0.637543751946531,-0.0825585644735336,0.2917011013866234,-1.69396889154848
283,-4.795899158626914,0.7577663701572446,-0.34453819113183015,0.28076297490638386,-1.7065449459934892
